appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
579920,Swatcher,Frozen Flame,Frozen Flame,,43,5,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Design & Illustration, Photo Editing, Web Publishing",4,"{'Photo Editing': 23, 'Design & Illustration': 22, 'Web Publishing': 22}"
579930,Secret World Legends: Supernatural Bundle,Funcom,Funcom,,4,12,0,"0 .. 20,000",0,0,0,0,5999,5999,0,"English, French, German","Action, Adventure, Massively Multiplayer, RPG",0,"{'Action': 23, 'RPG': 23, 'Massively Multiplayer': 23, 'Adventure': 22}"
579940,Race for the Galaxy,Temple Gates Games,Temple Gates Games,,165,22,0,"100,000 .. 200,000",0,0,0,0,699,699,0,English,Strategy,29,"{'Strategy': 42, 'Board Game': 28, 'Card Game': 22}"
579960,Milkmaid of the Milky Way - Soundtrack,Mattis Folkestad,machineboy,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,English,"Adventure, Indie",0,"{'Adventure': 21, 'Indie': 21}"
579970,Don't Mess Up Demo,OKatBest,OKatBest,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Casual, Indie",0,[]
579980,Lost Eden,Cryo Interactive,Interplay,,35,3,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Italian, Spanish - Spain","Adventure, RPG, Strategy",0,"{'Adventure': 43, 'Strategy': 39, 'RPG': 30, 'Dinosaurs': 16, 'First-Person': 12, 'Atmospheric': 11, 'Point & Click': 6}"
580020,TEKKEN 7 - Season Pass,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,143,368,0,"0 .. 20,000",0,0,0,0,2499,2499,0,"English, French, Italian, German, Spanish, Arabic, Japanese, Korean, Portuguese-Brazil, Russian, Traditional Chinese","Action, Sports",0,"{'Action': 25, 'Sports': 20, 'Fighting': 8}"
580040,Formata,Nezon Production,Nezon Production,,389,199,0,"20,000 .. 50,000",0,0,0,0,999,999,0,"English, Russian, German, Simplified Chinese, Spanish - Spain","Action, Casual, Indie, Simulation, Strategy",7,"{'Strategy': 52, 'Action': 49, 'Indie': 45, 'Simulation': 34, 'War': 32, 'Casual': 30, 'Military': 20, 'Medieval': 19, 'Rome': 18, 'Tactical': 17, 'Singleplayer': 15, 'Multiplayer': 14, 'Early Access': 14, 'RTS': 13, 'Sandbox': 12, 'Physics': 11, 'Funny': 11, 'Team-Based': 10, 'Comedy': 9, 'Adventure': 9}"
580050,RPG Maker MV - Elemental Dungeons Tiles,"KADOKAWA, Yoji Ojima, Sherman3D",Degica,,2,5,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, French, Italian, German, Spanish, Portuguese-Brazil, Russian, Japanese, Korean, Traditional Chinese, Arabic, Simplified Chinese","Design & Illustration, Web Publishing",0,"{'Design & Illustration': 21, 'Web Publishing': 21}"
580051,RPG Maker MV - Future Steam Punk,"KADOKAWA, Yoji Ojima",,,11,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,"English, French, Italian, German, Spanish, Portuguese-Brazil, Russian, Japanese, Korean, Traditional Chinese, Arabic, Simplified Chinese","Design & Illustration, Web Publishing",0,"{'Design & Illustration': 21, 'Web Publishing': 21}"
580060,Cut Cut Buffet,2BDev,2BDev,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Casual, Indie, Simulation, Early Access",0,"{'Casual': 21, 'Early Access': 21, 'Action': 21, 'Simulation': 21, 'Indie': 21, 'VR': 7}"
580070,Frog Hop Demo,Tiny Warrior Games,Tiny Warrior Games,,10,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Adventure,0,"{'Adventure': 25, 'Action': 23, 'Indie': 23, 'Platformer': 7}"
580080,RPG Maker MV - Add-on Vol.3: Train Tileset,KADOKAWA,Degica,,0,0,0,"0 .. 20,000",0,0,0,0,899,999,10,"English, Japanese","Design & Illustration, Web Publishing",0,[]
580081,RPG Maker MV - Add-on Vol.4: Kid Generator Parts,KADOKAWA,Degica,,2,4,0,"0 .. 20,000",0,0,0,0,899,999,10,"English, Japanese","Design & Illustration, Web Publishing",0,"{'Design & Illustration': 21, 'Web Publishing': 21}"
580100,Darkest Dungeon: The Crimson Court,Red Hook Studios,Red Hook Studios,,783,357,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, French, German, Spanish, Czech, Polish, Portuguese-Brazil, Russian, Italian, Simplified Chinese","Indie, RPG, Strategy",0,"{'Strategy': 55, 'Indie': 52, 'RPG': 51, 'Lovecraftian': 37, 'Turn-Based Combat': 25, 'Dungeon Crawler': 22, 'Singleplayer': 21, 'Dark Humor': 18, 'Difficult': 15, 'Linear': 13, 'Drama': 13, 'Illuminati': 12, 'Dark Comedy': 11, 'Investigation': 11, 'Dark Fantasy': 9, 'Walking Simulator': 8, 'Conspiracy': 8, 'Casual': 8, 'Mod': 7, 'Rogue-like': 7}"
580110,Abyssal Zone Demo,Led,Led,,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Casual, Indie",0,"{'Indie': 32, 'Casual': 24, 'Puzzle': 13, 'Sokoban': 13, 'Co-op': 11, 'Singleplayer': 11, 'Remake': 10}"
580120,Westboro Soundtrack,Carbomb Software,,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,"English, Russian","Action, RPG",0,"{'Action': 20, 'RPG': 20}"
580160,Laraan SoundTrack,Flynns Arcade,Back To Basics Gaming,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, Italian, Spanish, Bulgarian, Simplified Chinese, Korean, Finnish, Dutch, Japanese, Polish, Portuguese-Brazil, Russian, Thai, Ukrainian","Action, Adventure, Indie",0,"{'Action': 21, 'Adventure': 21, 'Indie': 21}"
580170,My Lovely Daughter,GameChanger Studio,"Toge Productions, Another Indie",,534,204,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,"English, Simplified Chinese, Traditional Chinese","Adventure, Indie, Simulation",1,"{'Indie': 52, 'Simulation': 47, 'Adventure': 37, 'Dark': 30, 'Management': 23, 'Gore': 22, 'Villain Protagonist': 20, 'Violent': 18, 'Experimental': 18, 'Gothic': 14, 'Philosophical': 12, 'Foreign': 9, 'Horror': 8}"
580200,Yonder: The Cloud Catcher Chronicles,Prideful Sloth,Prideful Sloth,,2071,460,0,"100,000 .. 200,000",226,0,319,0,2499,2499,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Russian","Adventure, Indie",17,"{'Open World': 169, 'Adventure': 133, 'Exploration': 131, 'Crafting': 117, 'Relaxing': 110, 'Farming Sim': 96, 'Cute': 90, 'Indie': 77, 'Singleplayer': 76, 'Casual': 75, 'Sandbox': 73, 'Building': 69, 'Agriculture': 68, 'Atmospheric': 63, 'Fantasy': 53, 'Family Friendly': 53, 'Third Person': 51, 'RPG': 47, 'Multiplayer': 41, 'Fishing': 41}"
580210,True Love ~Confide to the maple~Featured Composer (Qiushi),SP-time,SP-time,,8,2,0,"0 .. 20,000",0,0,0,0,0,0,0,Simplified Chinese,"Adventure, Casual, Indie",0,"{'Casual': 21, 'Adventure': 20, 'Indie': 20}"
580240,Fantasy Grounds - More Monsters (Token Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
580250,Crypt of the Serpent King Demo,Rendercode Games,Rendercode Games,,48,22,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Indie, RPG",0,"{'Action': 22, 'Indie': 22, 'RPG': 21, 'Singleplayer': 12, 'Dungeon Crawler': 11, 'Procedural Generation': 10, 'Dark Fantasy': 9, 'Rogue-lite': 8, 'Action RPG': 8, 'Rogue-like': 5}"
580280,Tim Minchin: So F*cking Rock,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,[]
580290,Fantasy Grounds - Black Magic (5E),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Indie, RPG, Strategy",0,[]
580300,Super Stone Legacy,Garden Shed Studios,Garden Shed Studios,,19,1,0,"0 .. 20,000",0,0,0,0,799,799,0,English,"Action, Adventure, Indie, RPG",0,"{'Indie': 26, 'Action': 25, 'Adventure': 24, 'RPG': 23, 'Hack and Slash': 16, 'Arcade': 16, 'Great Soundtrack': 14, 'Local Co-Op': 14, 'Retro': 14, 'Bullet Hell': 14, 'Action RPG': 14, 'Dungeon Crawler': 13, 'Difficult': 13, ""Beat 'em up"": 12, 'Top-Down': 12, 'Local Multiplayer': 11, 'Twin Stick Shooter': 11, 'Pixel Graphics': 11, 'Action-Adventure': 10}"
580320,Ashworld,Orangepixel,Orangepixel,,13,7,0,"0 .. 20,000",0,0,0,0,1399,1399,0,English,"Action, Adventure",0,"{'Action': 33, 'Adventure': 33, 'Post-apocalyptic': 17, 'Pixel Graphics': 17, 'Open World': 15, 'Indie': 14, 'Platformer': 13, 'Survival': 12, '2D': 12, 'Difficult': 11, 'Action-Adventure': 11, 'Singleplayer': 11}"
579531,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls  Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579532,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls  Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579533,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls  Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579534,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579535,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579536,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sangokushi"" Dolls Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579537,"RTK13WPK - Tie-up with Kihachiro Kawamoto's ""Sanguozhi"" Dolls Officer Graphic Set   CG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579538,RTK13WPK - Fan selected Re-Releases Officer Graphic Set  CG,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 22}
579539,RTK13WPK - Fan selected Re-Releases Officer Graphic Set  CG,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,2,2,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 21}
579540,RTK13WPK - Fan selected Re-Releases Officer Graphic Set  CG,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 21}
579541,RTK13WPK - Fan selected Re-Releases Officer Graphic Set  CG,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,4,4,0,"0 .. 20,000",0,0,0,0,0,0,0,"Japanese, Traditional Chinese, English",Simulation,0,{'Simulation': 20}
579550,994 W 24th Demo,Dumpster Fire,Dumpster Fire,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Casual,0,[]
579560,Sky Trader,Feudant Interactive Inc.,Feudant Interactive Inc.,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Adventure, Indie, RPG, Simulation, Early Access",0,[]
579580,The Source of Evil,Sureal,Tenhere Games,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Adventure, Indie",0,"{'Gore': 23, 'Adventure': 21, 'Violent': 21, 'Indie': 21, 'VR': 12}"
579600,Elephant Express VR Demo,Blob Lab,Blob Group Ltd,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, French, German, Spanish, Finnish, Simplified Chinese, Swedish","Action, Adventure, Casual, Free to Play",0,"{'Action': 21, 'Adventure': 21, 'Casual': 21, 'VR': 7}"
579610,Gallagher: An Uncensored Evening,,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,{'Movie': 21}
579620,The Body VR: Anatomy Viewer,The Body VR LLC,The Body VR LLC,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Education, Utilities",0,[]
579630,Gallagher: The Maddest,,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,{'Movie': 21}
579640,liquivid Video Fisheye Removal,nullplussoftware,nullplussoftware,,2,1,0,"0 .. 20,000",0,0,0,0,899,899,0,English,Video Production,0,{'Video Production': 22}
579650,Root Letter - Artbook,"KADOKAWA GAMES, LTD",,,4,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"Japanese, English","Violent, Adventure",0,"{'Adventure': 20, 'Violent': 19}"
579660,Gary Gulman: In This Economy?,,,,0,0,0,"0 .. 20,000",0,0,0,0,399,399,0,English,Movie,0,[]
579680,Gallagher: Mad As Hell,,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,{'Movie': 21}
579700,Gallagher: Overboard,,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,{'Movie': 22}
579720,Neverout,Setapp Sp. z o.o.,Gamedust Sp. z o.o.,,14,5,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Casual, Indie, Simulation",0,"{'Indie': 41, 'Casual': 41, 'Simulation': 41, 'VR': 15, 'Puzzle': 12}"
579730,Phoning Home Soundtrack,ION LANDS,ION LANDS,,2,0,0,"0 .. 20,000",0,0,0,0,599,599,0,English,"Action, Adventure, Indie",0,"{'Action': 21, 'Adventure': 21, 'Indie': 21}"
579740,2Dark Official Soundtrack and Artbook,Gloomywood,Bigben Interactive,,0,0,0,"0 .. 20,000",0,0,0,0,799,799,0,"English, French","Sexual Content, Violent, Gore, Adventure, Indie",0,[]
579750,Cavern escape - Soundtrack.,White Dog,,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,English,"Action, Adventure, Casual, Indie",0,"{'Adventure': 31, 'Indie': 31, 'Casual': 31, 'Action': 31, 'Replay Value': 10, 'Economy': 10, 'Dark Fantasy': 10, 'Quick-Time Events': 10, 'Abstract': 10, 'Assassin': 10, 'Gore': 10, 'Dark': 10, 'Stylized': 10, 'Minimalist': 10, 'Sci-fi': 10, '2D': 10, 'Steampunk': 10, 'Arcade': 10, 'Great Soundtrack': 10, 'Platformer': 10}"
579760,The Journey Down: Chapter Three,SkyGoblin,SkyGoblin,,302,32,0,"50,000 .. 100,000",300,0,300,0,1999,1999,0,English,"Adventure, Indie",2,"{'Adventure': 45, 'Point & Click': 27, 'Indie': 26, 'Great Soundtrack': 20, 'Comedy': 18, 'Story Rich': 16, 'Singleplayer': 6, 'Puzzle': 5, 'Atmospheric': 5}"
579780,Mental Asylum VR,Virtual Imagineering S.L.,Virtual Imagineering S.L.,,21,12,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Spanish - Spain, Russian","Action, Casual",0,"{'Gore': 22, 'Violent': 22, 'Action': 21, 'Casual': 21, 'Nudity': 19, 'Horror': 13, 'First-Person': 12, 'Zombies': 11, 'VR': 10}"
579790,Fantasy Grounds - Townsfolk 2 (Token Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
579820,Robinson: The Journey,Crytek,Crytek,,158,131,0,"0 .. 20,000",2608,0,2608,0,1999,1999,0,"English, French, Italian, German, Spanish - Spain",Adventure,1,"{'Adventure': 41, 'VR': 30, 'Dinosaurs': 18}"
579860,Depths of Limbo - Soundtrack,"Bibiki, Evgiz",,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Action, Adventure, Indie",0,[]
579870,Biosupremacy,DarkPolygon Games,DarkPolygon Games,,2,3,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Action, Adventure, RPG",0,"{'Action': 21, 'Adventure': 21, 'RPG': 21, 'Indie': 11}"
579890,The Mooseman Soundtrack and Artbook DLC,"Vladimir Beletsky, Mikhail Shvachko",Vladimir Beletsky,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, Russian","Adventure, Indie",0,"{'Adventure': 21, 'Indie': 21}"
579424,Shaun the Sheep: The Visitor/ Abracadabra/Shaun Encounters,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579425,Shaun the Sheep: Troublesome Tractor/ Heavy Metal Shaun/ Helping Hound,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579426,Shaun the Sheep: Off The Baa/ Fetching/ Little Sheep of Horrors,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579427,Shaun the Sheep: Shape of With Shaun/ Bitzer Puts His Foot In It/ Hiccups,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579428,Shaun the Sheep: Bathtime/ Big Top Timmy/ Still Life,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579429,Shaun the Sheep: Shaun Shoots the Sheep/ Fleeced/ Washday,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579430,Shaun the Sheep: Buzz Off Bees/ Timmy in a Tizzy/ Things That Go Bump in the Night,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579431,Shaun the Sheep: Mountain Out of Molehills/ The Farmers Niece/ Stick With Me,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579432,Shaun the Sheep: If You Can't Stand the Heat/ Tidy Up/ Snore Worn Shaun,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579440,Shaun the Sheep: Lock Out/ Cat Got Your Brain/ The Big Chase,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579441,Shaun the Sheep: Strictly No Dancing/ Hide and Squeak/ Frantic Romantic,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579442,Shaun the Sheep: Cheetah Cheater/ The Boat/ The Magpie,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579443,Shaun the Sheep: Who's the Caddy/ Zebra Ducks of the Serengeti/ Whistleblower,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579444,Shaun the Sheep: Shaun Goes Potty/ Snowed In/ We Wish Ewe a Merry Christmas,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579445,Shaun the Sheep: Chip Off the Old Block/ Pig Trouble/ An Ill Wind,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579446,Shaun the Sheep: Double Trouble/ Draw the Line/ Bitzers New Hat,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579447,"Shaun the Sheep: Hair Today, Gone Tomorrow/ What's Up Dog/ Cock-a-doodle Shaun",,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579448,Shaun the Sheep: Sheepless Nights/ Spring Lamb/ Everything Must Go,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579449,Shaun the Sheep: Two's Company/ In the Doghouse/ Bitzers Basic Training,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579450,Shaun the Sheep: Bagpipe Buddy/ Supersize Timmy/ Party Animals,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579451,Shaun the Sheep: Eweve Been Framed/ Operation Pidsley/ Pig Swill Fly,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579452,Shaun the Sheep: Shirley Whirley/ Foxy Laddie/ Fireside Favourite,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579460,Conquest: Frontier Wars Demo,Fever Pitch Studios,"Descendent Studios, Fever Pitch Studios",,7,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Strategy,0,"{'Strategy': 34, 'Real-Time': 13, 'Singleplayer': 12, 'Multiplayer': 11, 'Space': 10, 'RTS': 7}"
579470,Shaun the Sheep: The Stand Off/ The Coconut/ The Shepherd,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579471,Shaun the Sheep: You Missed A Bit/ Let's Spray/ The Crow,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579472,Shaun the Sheep: Shaun The Fugitive/ Hard to Swallow/ Mission Inboxible,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579473,Shaun the Sheep: Bye Bye Barn/ The Rounders Match/ Film Night,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579474,Shaun the Sheep: Fossils/ The Skateboard/ The Piano,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579475,Shaun the Sheep: The Snapshot/ Prickly Heat/ The Hang Glider,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579480,Shaun the Sheep: Cones/ Caught Short Alien/ Happy Birthday Timmy,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579481,Shaun the Sheep: Genie/ 3DTV/ The Smelly Farmer,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579482,Shaun the Sheep: DIY/ The Rabbit/ Prize Possession,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579483,Shaun the Sheep: Spider/ The Loony Tic/ Men at Work,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579484,Shaun the Sheep: Dog Show/ Missing Piece/ Wildlife Watch,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579485,Shaun the Sheep: Pelican/ Bad Boy/ Remote Control,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579510,LoveKami -Divinity Stage- Original Soundtrack,MoeNovel,MoeNovel,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Nudity, Adventure, Casual, Simulation",0,"{'Simulation': 22, 'Adventure': 21, 'Casual': 21, 'Nudity': 21}"
579520,Shaun the Sheep: Phoney Farmer/ Ground Hog Day/ The Intruder,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579521,Shaun the Sheep: Bitzer For A Day/ Bitzer's Secret/ Ping Pong Poacher,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579522,Shaun the Sheep: Hidden Talents/ Picture Perfect/ Save the Dump,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579523,Shaun the Sheep: Duck!/ The Stare/ Fruit and Nuts,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
579320,Anarchy Online: Rubi-Ka New Colonist Bundle,Funcom,,,4,1,0,"0 .. 20,000",0,0,0,0,1999,1999,0,English,"Free to Play, Massively Multiplayer, RPG",0,"{'RPG': 21, 'Massively Multiplayer': 21, 'Free to Play': 20}"
579330,The Sorceress,Karabas_Studio,Karabas_Studio,,3,11,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Action, Adventure, Indie, RPG",0,"{'Action': 25, 'RPG': 24, 'Adventure': 23, 'Indie': 23, 'Female Protagonist': 5}"
579340,Z3TA+ 2 Explained - Groove3: Introduction & Overview,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579341,Z3TA+ 2 Explained - Groove3: Using Controls,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579350,Z3TA+ 2 Explained - Groove3: Oscillators - Waveforms,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579351,Z3TA+ 2 Explained - Groove3: Oscillators - Shapers,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579352,Z3TA+ 2 Explained - Groove3: Oscillators - Perform Mode,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579353,Z3TA+ 2 Explained - Groove3: Filter Types,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579354,Z3TA+ 2 Explained - Groove3: Filter Controls,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579355,Z3TA+ 2 Explained - Groove3: Envelope Generators,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579356,Z3TA+ 2 Explained - Groove3: LFO Pt. 1,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579357,Z3TA+ 2 Explained - Groove3: LFO Pt. 2,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579358,Z3TA+ 2 Explained - Groove3: Modulation Matrix Pt. 1,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579359,Z3TA+ 2 Explained - Groove3: Modulation Matrix Pt. 2,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579360,Z3TA+ 2 Explained - Groove3: Algorithmic Mode,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
579361,Z3TA+ 2 Explained - Groove3: MIDI Mode,,,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,"{'Audio Production': 26, 'Music': 26, 'Tutorial': 21}"
