appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
574962,Wars Across the World: Kavkaz 1804,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, French, German, Spanish, Russian","Indie, Strategy",0,[]
574963,Wars Across the World: Persia 1856,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, French, German, Spanish, Russian","Indie, Strategy",0,[]
574964,Wars across the Wolrd: Bulge 1944,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, French, German, Spanish, Russian","Indie, Strategy",0,[]
574965,Wars Across the World: Fornovo 1495,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, French, German, Spanish - Spain, Russian","Indie, Strategy",0,[]
574966,Wars Across the World: Malaya 1941,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, French, German, Spanish, Russian","Indie, Strategy",0,[]
574967,Wars Across the World: Rhodesia 1972,Strategiae,Plug In Digital,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, French, German, Spanish - Spain, Russian","Indie, Strategy",0,"{'Strategy': 20, 'Indie': 20}"
574968,Wars Across the World: Gandamak1842,Strategiae,Plug In Digital,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, French, German, Spanish - Spain, Russian","Indie, Strategy",0,[]
574970,Vex - World 2 Unlock,"Stenner Studios, Killbox Graphics",Ultrashock Gaming,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Russian, Spanish","Adventure, Casual, Indie, Strategy",0,[]
574971,Vex - World 3 Unlock,"Stenner Studios, Killbox Graphics",Ultrashock Gaming,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Russian, Spanish","Adventure, Casual, Indie, Strategy",0,[]
574972,Vex - World 4 Unlock,"Stenner Studios, Killbox Graphics",Ultrashock Gaming,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Russian, Spanish","Adventure, Casual, Indie, Strategy",0,[]
574990,Pixel Puzzles Ultimate - Puzzle Pack: Holidays,DL Softworks,KISS ltd,,15,3,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Adventure, Casual, Free to Play, Indie, Simulation, Sports, Strategy",0,"{'Indie': 23, 'Strategy': 22, 'Adventure': 22, 'Free to Play': 22, 'Casual': 22, 'Simulation': 21, 'Sports': 21}"
575000,Hellphobia,Fabio Fortino,Droid Riot,,9,19,0,"50,000 .. 100,000",0,0,0,0,99,99,0,English,"Action, Indie",3,"{'Action': 32, 'Indie': 31, 'Top-Down Shooter': 12, 'Horror': 11, 'Twin Stick Shooter': 11}"
575010,Celestial Crossing,Touwaku Studio,Touwaku Studio,,85,30,0,"0 .. 20,000",133,0,133,0,499,499,0,English,"Adventure, Indie",0,"{'Nudity': 61, 'Sexual Content': 46, 'Indie': 38, 'Dating Sim': 35, 'Adventure': 34, 'Anime': 34, 'Visual Novel': 33, 'Story Rich': 26}"
575030,Baru and the Spirit Prince,"Tingly, LLC","Tingly, LLC",,3,1,0,"0 .. 20,000",0,0,0,0,399,399,0,"English, Korean","Adventure, Indie",0,"{'Adventure': 21, 'Indie': 21}"
575040,温室之城（Glass City : The Dust）,Intellicentrum,Intellicentrum,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,Simplified Chinese,"Adventure, Indie, RPG, Simulation, Strategy",0,[]
575050,Little Triangle,Cotton Game,Cotton Game,,443,32,0,"20,000 .. 50,000",0,0,0,0,999,999,0,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese, Russian, Traditional Chinese","Action, Adventure, Indie",3,"{'Action': 39, 'Indie': 38, 'Adventure': 35, '2D': 10, 'Parkour': 9, 'Difficult': 8, 'Platformer': 7, 'Side Scroller': 6, 'Exploration': 6, 'Colorful': 6, 'Cute': 6, 'Physics': 5, 'Stylized': 5, 'Controller': 5}"
575060,Nemo_D.O,GGHF,GGHF,,10,1,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Casual, Indie, Early Access",0,"{'Casual': 32, 'Indie': 30, 'Early Access': 20, 'Puzzle': 12, 'Arcade': 11}"
575080,Pleasure in Dream,Upineleed,Upineleed,,0,1,0,"0 .. 20,000",0,0,0,0,599,599,0,"English, Korean","Action, Indie",0,"{'Action': 21, 'Indie': 21, ""Shoot 'Em Up"": 5}"
575090,Flame of Memory,Kacper Stasiełuk,Kacper Stasiełuk,,22,10,0,"100,000 .. 200,000",308,0,313,0,0,0,0,"English, Polish","Indie, Strategy",0,"{'Strategy': 26, 'Indie': 21}"
575100,Nukklerma: Robot Warfare,KerboGames,KerboGames,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Adventure, Indie, Early Access",0,"{'Indie': 22, 'Action': 21, 'Adventure': 21, 'Early Access': 21, 'Gore': 21, 'Violent': 21, 'FPS': 11, 'Horror': 11, 'Story Rich': 11, 'Great Soundtrack': 11, 'Post-apocalyptic': 11, 'Atmospheric': 11}"
575110,Magic Lantern,Parovoz Animation Studio,Interactive Moolt,,24,2,0,"0 .. 20,000",75,0,129,0,0,0,0,"English, Russian","Adventure, Free to Play, Simulation",0,"{'VR': 1498, 'Adventure': 24, 'Simulation': 24, 'Free to Play': 5}"
575170,Don't Mess Up,OKatBest,OKatBest,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Casual, Indie",0,[]
575180,Dragon Skies VR Demo,Tristan Hodges,FoxLeap,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, RPG",0,[]
575190,Gnomes vs. Fairies: Greckel's Quest - OST,Prismic Studios LLC,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Action, Adventure, Casual, Indie, RPG",0,[]
575210,Happy Drummer VR,Lusionsoft,Lusionsoft,,42,7,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Japanese, Simplified Chinese","Casual, Simulation",0,"{'Casual': 21, 'Simulation': 21, 'VR': 7}"
575220,Punch Bomb Demo,Chris Folea,Chris Folea,,35,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Indie",0,"{'Early Access': 21, 'Action': 21, 'Indie': 21, 'VR': 7}"
575230,Fantasy Grounds - Modern 1 (Token Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
575240,Fantasy Grounds - Mini-Dungeon #014: The Soul of a Prince (PFRPG),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Indie, RPG, Strategy",0,[]
575250,Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
574440,Ripple Effect,"Well Played Studio, Inc","Well Played Studio, Inc",,38,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,English,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy",0,"{'Free to Play': 57, 'Action': 48, 'Adventure': 48, 'VR': 45, 'Indie': 43, 'Simulation': 35, 'Strategy': 34, 'Casual': 33, 'Multiplayer': 21, 'Hack and Slash': 15, 'VR Only': 1}"
574450,Fantasy Grounds - Modern Tokens 2 (Token Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
574460,Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Indie, RPG, Strategy",0,[]
574490,Fantasy Grounds - Legendary Planet: The Scavenged Codex (5E),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,1799,1799,0,English,"Indie, RPG, Strategy",0,[]
574500,Gearend,SolarLune Games,SolarLune Games,,9,1,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Adventure, Indie",1,"{'Action': 21, 'Adventure': 21, 'Indie': 21, 'Metroidvania': 6, 'Platformer': 5}"
574520,EnterVR,KeyboardMeow,Charming Game,,2,3,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Russian, Japanese, Traditional Chinese","Action, Adventure, Casual, Indie, Strategy",0,"{'Action': 21, 'Adventure': 21, 'Indie': 21, 'Casual': 21, 'Strategy': 20, 'VR': 12}"
574530,The Veteran VR,KeyboardMeow,CharmingGame,,0,0,0,"0 .. 20,000",0,0,0,0,699,699,0,"English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Russian, Japanese","Action, Adventure, Indie, Early Access",0,[]
574560,"Dude, Stop",Team HalfBeard,Team HalfBeard,,659,127,0,"50,000 .. 100,000",697,0,1356,0,1499,1499,0,"English, Portuguese - Brazil, Simplified Chinese, Russian, Ukrainian","Adventure, Casual, Indie",13,"{'Puzzle': 55, 'Funny': 55, 'Pixel Graphics': 54, 'Comedy': 52, 'Narration': 51, 'Singleplayer': 44, 'Indie': 43, '2D': 42, 'Casual': 34, 'Satire': 33, 'Dynamic Narration': 32, 'Colorful': 31, 'Adventure': 30, 'Point & Click': 9, 'Psychological Horror': 6}"
574570,Faeria - Steam Pack,Abrakam SA,Abrakam SA,,26,10,0,"0 .. 20,000",0,0,0,0,3499,3499,0,"English, French, German, Spanish, Portuguese, Russian, Italian, Portuguese-Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese","Free to Play, Indie, Massively Multiplayer, Strategy",0,"{'Strategy': 25, 'Indie': 24, 'Massively Multiplayer': 23, 'Free to Play': 21}"
574580,To The Capital,Kormishenkov Anton,Kormishenkov Anton,,43,23,0,"100,000 .. 200,000",283,0,302,0,199,199,0,"English, Russian, Korean",RPG,0,"{'RPG': 25, 'JRPG': 8, 'Rogue-like': 7, 'Pixel Graphics': 5}"
574590,Koloro,Sköll Studio,Sköll Studio,,42,2,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, French, German, Spanish - Spain, Simplified Chinese, Russian",Indie,2,"{'Indie': 38, 'Puzzle-Platformer': 17, 'Local Co-Op': 17, 'Platformer': 16, 'Local Multiplayer': 16, 'Co-op': 16, '2D': 16, 'Controller': 14, 'Action': 14, 'Time Attack': 14, 'Difficult': 14, 'Great Soundtrack': 14, 'Atmospheric': 13, 'Colorful': 13, 'Beautiful': 13, 'Puzzle': 13, 'Casual': 13, 'Cute': 12, 'Family Friendly': 12, 'Female Protagonist': 12}"
574640,Unalive,RandomSpin,RandomSpin,,120,51,0,"20,000 .. 50,000",412,0,452,0,0,0,0,English,"Action, Indie",0,"{'Indie': 108, 'Action': 37, 'Rogue-like': 19, 'Perma Death': 18}"
574670,VRC PRO Branded cars and components Deluxe,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,"{'Action': 21, 'Indie': 21, 'Casual': 21, 'Simulation': 21, 'Racing': 21, 'Sports': 21}"
574671,VRC PRO European On-road tracks Deluxe,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574672,VRC PRO Americas On-road tracks Deluxe,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574673,VRC PRO Asia On-road tracks Deluxe 2,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,699,699,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574674,VRC PRO Deluxe Off-road tracks 4,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574675,VRC PRO International Oval On-road tracks Deluxe,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,799,799,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574676,VRC PRO Deluxe Carpet tracks,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574677,VRC PRO Rally-X pack,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,,0,0,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Casual, Indie, Racing, Simulation, Sports",0,[]
574690,Mr. Triangle's Adventure,Red Triangle Games,Red Triangle Games,,14,9,0,"20,000 .. 50,000",490,0,695,0,99,99,0,English,"Adventure, Indie, RPG",1,"{'Adventure': 38, 'RPG': 32, 'Indie': 32}"
574710,Dark Shores,LABS Games,LABS,,4,5,0,"0 .. 20,000",0,0,0,0,599,599,0,English,Indie,0,"{'Gore': 24, 'Violent': 23, 'Indie': 22}"
574730,Tornuffalo - BuffalSnow Blizzard (Local Multiplayer Party Mode),RealityRig,,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Action,0,"{'Action': 21, 'Local Multiplayer': 11, 'VR': 11}"
574740,Fausts Alptraum,LaboRatStudio,LaboRatStudio,,640,56,0,"100,000 .. 200,000",5,0,5,0,0,0,0,"English, Japanese, Traditional Chinese","Adventure, Free to Play, Indie",5,"{'Free to Play': 87, 'Horror': 65, 'RPGMaker': 62, 'Indie': 56, 'Adventure': 49, 'Puzzle': 45, 'Anime': 29, 'Female Protagonist': 21, 'Psychological Horror': 18, 'Story Rich': 17, 'Great Soundtrack': 16, 'Pixel Graphics': 16, 'RPG': 16, 'Atmospheric': 10}"
574750,Zombie Playground OST,Stealth Studios Inc.,,,0,0,0,"0 .. 20,000",0,0,0,0,799,799,0,English,"Violent, Gore, Action, Adventure, Indie, RPG",0,[]
574760,Starship Theory,Reconnect Software,Reconnect Software,,461,437,0,"20,000 .. 50,000",0,0,0,0,399,399,0,English,"Indie, Simulation, Strategy, Early Access",7,"{'Base-Building': 50, 'Simulation': 49, 'Strategy': 44, 'Space': 43, 'Indie': 41, 'Survival': 35, 'Early Access': 30, 'Sci-fi': 30, 'Management': 29, '2D': 28, 'Casual': 20, 'Real-Time with Pause': 18, 'Building': 15, 'Atmospheric': 14}"
574770,Infinitum - Soundtracks,VGstudio,VGstudio,,0,0,0,"0 .. 20,000",0,0,0,0,49,199,75,,"Action, Adventure, Indie, Simulation",0,[]
574780,Naughty Or Nice,VR Junkies,VR Junkies,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Casual,0,"{'Casual': 21, 'VR': 7}"
574790,Bedfellows FRENZY Original Sound Track,"Krispy Animation, Husky In Denial",,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Sexual Content, Violent, Action, Casual, Indie",0,"{'Action': 21, 'Indie': 21, 'Casual': 21, 'Violent': 21, 'Sexual Content': 21}"
574820,Cat or Bread?,Casioqu,Casioqu,,159,27,0,"100,000 .. 200,000",363,0,462,0,99,99,0,Russian,"Casual, Indie",1,"{'Casual': 223, 'Indie': 24, 'Memes': 10, 'Psychological Horror': 6}"
574860,Pale Moon Crisis,Alibi,Alibi,,10,13,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, Japanese","Action, Adventure",0,"{'Nudity': 27, 'Action': 23, 'Adventure': 22, 'Anime': 8, 'Female Protagonist': 7}"
573920,Heaven Island VR MMO - Artworks,"Fabio Ferrara, Fabio Mosca, Giulia Airoldi",,,7,5,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Adventure, Indie, Massively Multiplayer",0,"{'Adventure': 20, 'Massively Multiplayer': 20, 'Indie': 20}"
573960,S2ENGINE HD - Easy Game Pack,Profenix Studio SRLS,Profenix Studio SRLS,,4,2,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Violent, Gore, Animation & Modeling, Design & Illustration, Education, Software Training, Utilities",0,"{'Game Development': 31, 'Design & Illustration': 22, 'Utilities': 22, 'Animation & Modeling': 22, 'Education': 22, 'Software Training': 22}"
573980,Bill Hicks: Relentless,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Sexual Content, Movie",0,[]
573990,Teratini VR Demo,Shiny Moss,Shiny Moss,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Adventure, Free to Play, Sports",0,"{'Early Access': 21, 'Action': 22, 'Adventure': 22, 'RPG': 22, 'Indie': 22, 'Strategy': 21, 'Sports': 21, 'VR': 8}"
574010,Forestry,Decoder,Decoder,,13,8,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Adventure, Casual",0,"{'Adventure': 21, 'Casual': 21, 'VR': 10}"
574020,99Vidas - Soundtrack,QUByte Interactive,QUByte Interactive,,0,0,0,"0 .. 20,000",0,0,0,0,399,399,0,"English, Portuguese-Brazil","Action, Indie",0,[]
574030,Score a goal (Physical football),BulatHard,BulatHard,,87,63,0,"50,000 .. 100,000",276,0,284,0,999,999,0,"English, French, German, Spanish - Spain, Russian, Italian, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian","Casual, Indie, Sports",1,"{'Sports': 46, 'Indie': 33, 'Casual': 32}"
574040,Christmas Massacre VR,AndAll Interactive,AndAll Interactive,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Violent, Action, Indie",0,"{'Action': 21, 'Indie': 21, 'Violent': 21, 'VR': 12, 'Shooter': 11}"
574050,DRAGON QUEST HEROES II,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,,461,189,0,"20,000 .. 50,000",0,0,0,0,5999,5999,0,"English, French, Italian, German, Spanish - Spain, Korean, Traditional Chinese","Action, RPG",11,"{'RPG': 106, 'Action': 89, 'JRPG': 46, 'Anime': 45, 'Hack and Slash': 43, 'Co-op': 39, 'Open World': 38, 'Adventure': 24, 'Fantasy': 24, 'Multiplayer': 12, 'Online Co-Op': 9, 'Action RPG': 7, 'Great Soundtrack': 5, 'Female Protagonist': 5}"
574070,Space Wars: Interstellar Empires,Desert Owl Games LLC,ToHeroes Game Studios LLC,,137,70,0,"50,000 .. 100,000",5,0,5,0,0,0,0,English,"Free to Play, Massively Multiplayer, Strategy, Early Access",5,"{'Early Access': 32, 'Free to Play': 24, 'Massively Multiplayer': 22, 'Tactical': 21, 'Strategy': 20, 'Turn-Based Tactics': 14, 'Hex Grid': 12, 'Indie': 10, 'Space': 5}"
574080,Fog of War,Monkeys Lab.,Neokosmos Technologies Ltd.,,379,381,0,"0 .. 20,000",126,0,126,0,199,199,0,"English, Russian","Action, Indie, Massively Multiplayer, RPG, Simulation, Strategy",0,"{'Action': 53, 'Simulation': 49, 'FPS': 49, 'World War II': 48, 'Indie': 44, 'Massively Multiplayer': 40, 'Strategy': 32, 'RPG': 29, 'Early Access': 26, 'Multiplayer': 16, 'Gore': 15, 'First-Person': 14, 'Violent': 13}"
574090,MOTHERGUNSHIP,"Grip Digital, Terrible Posture Games",Grip Digital,,882,231,0,"50,000 .. 100,000",321,0,278,0,2499,2499,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian","Action, Indie",21,"{'Action': 57, 'Action Roguelike': 55, 'FPS': 51, 'Bullet Hell': 43, 'Indie': 42, 'Crafting': 42, 'Rogue-lite': 37, 'Fast-Paced': 36, 'Gun Customization': 30, 'First-Person': 25, 'Singleplayer': 24, 'Difficult': 23, 'Procedural Generation': 21, 'Replay Value': 20, 'Perma Death': 19, 'Rogue-like': 16, 'Co-op': 16, 'Sci-fi': 14, 'Online Co-Op': 13, 'Shooter': 10}"
574110,LoveBeat - Standard Clown Pack,"CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.",,0,0,0,"0 .. 20,000",0,0,0,0,489,699,30,English,"Action, Casual, Free to Play, Massively Multiplayer",0,[]
574120,Sausage Sports Club,Chris Wade,Chris Wade,,20,8,0,"0 .. 20,000",0,0,0,0,1499,1499,0,English,"Action, Adventure, Casual, Indie",1,"{'Action': 35, 'Indie': 33, 'Adventure': 32, 'Casual': 22, 'Local Multiplayer': 18, '4 Player Local': 18, 'Physics': 16, 'Local Co-Op': 15, 'Funny': 14, 'Sports': 14, 'Cute': 13, 'Third Person': 12, 'Singleplayer': 12, 'Controller': 12, 'Comedy': 11, 'Co-op': 11, 'Short': 11, 'Platformer': 11, 'Family Friendly': 11, '3D Platformer': 11}"
574130,Snow Fortress Demo,Mythical City Games,Mythical City Games,,45,4,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, Simplified Chinese","Action, Casual, Indie, Simulation, Strategy",0,"{'Action': 25, 'Indie': 24, 'Casual': 23, 'Simulation': 23, 'VR': 22, 'Strategy': 20}"
574140,Project LUX,Spicy Tails,Sekai Project,,239,31,0,"0 .. 20,000",22,0,22,0,2499,2499,0,"English, Japanese, Traditional Chinese","Adventure, Casual, Indie",2,"{'VR': 54, 'Anime': 43, 'Casual': 30, 'Adventure': 27, 'Indie': 27, 'Singleplayer': 13, 'Multiple Endings': 13, 'Simulation': 12, 'Story Rich': 12, 'Sci-fi': 12, 'Mystery': 12, 'Cute': 10, 'Sexual Content': 7}"
574150,Samurai Sword VR,SAT-BOX,SAT-BOX,,7,2,0,"0 .. 20,000",0,0,0,0,299,999,70,"English, Japanese, Simplified Chinese, Traditional Chinese","Action, Casual",1,"{'Action': 23, 'Casual': 23, 'VR': 14, 'Ninja': 11, 'Swordplay': 11}"
574160,Senko no Ronde 2 旋光の輪舞２,G.rev Ltd.,"Degica, Chara-Ani",,35,9,0,"0 .. 20,000",82,0,82,0,3999,3999,0,"English, Japanese",Action,0,"{'Action': 36, ""Shoot 'Em Up"": 13, 'Fighting': 12, 'Mechs': 11, 'Bullet Hell': 11, 'Anime': 10, 'Arcade': 6, 'Great Soundtrack': 5}"
574170,Love Engine,Renxiang Game,Renxiang Game,,6,2,0,"0 .. 20,000",0,0,0,0,799,799,0,"English, French, Italian, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese, Portuguese - Brazil, Korean","Casual, Indie, Strategy",0,"{'Casual': 23, 'Indie': 22, 'Strategy': 21}"
574190,VR Snowballs,Zabuza Labs,Zabuza Labs,,8,6,0,"0 .. 20,000",0,0,0,0,499,499,0,English,Casual,0,"{'Casual': 23, 'VR': 8}"
574200,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER,Clouds,D3 PUBLISHER,,81,32,0,"0 .. 20,000",254,0,254,0,1999,1999,0,"English, Traditional Chinese, Japanese",Action,0,"{'Action': 69, 'Multiplayer': 10, ""Shoot 'Em Up"": 10, 'Third-Person Shooter': 9, 'Bullet Hell': 7}"
574220,Ze VR,Funny Bit Games,Funny Bit Games,,5,0,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Action, Casual, Indie",0,"{'Action': 21, 'Indie': 21, 'Casual': 21, 'VR': 10}"
574260,The Secret Order 5: The Buried Kingdom,Sunward Games,Artifex Mundi,,87,17,0,"0 .. 20,000",410,0,693,0,999,999,0,"English, French, Italian, German, Simplified Chinese, Japanese, Korean, Polish, Russian","Adventure, Casual",2,"{'Casual': 45, 'Adventure': 44, 'Hidden Object': 37, 'Point & Click': 26, 'Female Protagonist': 22, 'Fantasy': 20, 'Puzzle': 14, 'Horror': 12, 'Dragons': 11, 'Singleplayer': 11, 'Story Rich': 10, 'Indie': 10, 'Mystery': 10, 'Family Friendly': 10, '2D': 10, 'Atmospheric': 10, 'Great Soundtrack': 10}"
574270,Lost Grimoires 2: Shard of Mystery,World-Loom,Artifex Mundi,,76,24,0,"0 .. 20,000",221,0,221,0,999,999,0,"English, French, Italian, German, Japanese, Korean, Polish, Russian, Simplified Chinese","Adventure, Casual",2,"{'Adventure': 46, 'Casual': 45, 'Hidden Object': 33, 'Horror': 20, 'Family Friendly': 20, 'Puzzle': 16, 'Female Protagonist': 14, 'Point & Click': 14, 'Story Rich': 13, 'Mystery': 13, 'Singleplayer': 13, 'Fantasy': 13, 'Great Soundtrack': 12, '2D': 12, 'Atmospheric': 12, 'Indie': 12, 'Surreal': 8, 'Short': 7, 'Colorful': 7, 'Relaxing': 7}"
574280,"Microcosmum: survival of cells - Campaign ""Mutations""",Alexander Byzov,Alexander Byzov,,3,2,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, German, Russian, French, Italian, Spanish, Danish, Simplified Chinese, Korean, Polish, Portuguese-Brazil, Czech, Swedish, Japanese","Action, Casual, Indie, RPG, Simulation, Strategy",0,"{'Action': 32, 'RPG': 32, 'Indie': 32, 'Casual': 32, 'Simulation': 32, 'Strategy': 32, 'Atmospheric': 12, 'Physics': 12, 'Sci-fi': 12, '2D': 12, 'Sandbox': 12, 'Arcade': 12, 'Great Soundtrack': 12, 'Space': 12, 'Tactical': 12, 'Crafting': 12, 'RTS': 12, 'Puzzle': 12, 'Survival': 12, 'Relaxing': 12}"
574310,The Mooseman,Morteshka,Morteshka,,632,63,0,"20,000 .. 50,000",130,0,191,0,244,699,65,"English, Russian, German, French","Adventure, Indie",4,"{'Adventure': 53, 'Indie': 51, 'Mythology': 45, 'Atmospheric': 39, 'Great Soundtrack': 28, '2D': 22, 'Story Rich': 15, 'Singleplayer': 12, 'Puzzle': 10, 'Short': 8, 'Casual': 5}"
574320,Gunmetal Arcadia OST,Minor Key Games,Minor Key Games,,0,0,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Action, Adventure, Indie",0,[]
574330,Mac Exporter,Clickteam,Clickteam,,1,0,0,"0 .. 20,000",0,0,0,0,4999,4999,0,"English, French, Japanese","Animation & Modeling, Education, Utilities, Web Publishing",0,"{'Utilities': 20, 'Animation & Modeling': 20, 'Education': 20, 'Web Publishing': 20}"
574380,Tim Allen: Men Are Pigs,,,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,"{'Comedy': 26, 'Movie': 21}"
574400,Wand Wars - Soundtrack,Moonradish Inc.,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Action, Indie, Sports",0,"{'Action': 21, 'Indie': 21, 'Sports': 21}"
574410,Demon Grade VR,"Richard Stenson, Solus Games","Solus Games, Inc.",,1,0,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Indie",0,"{'Action': 21, 'Indie': 21, 'VR': 7}"
574420,Dr. Doyle & The Mystery Of The Cloche Hat,PnC Narratives,PnC Narratives,,9,1,0,"0 .. 20,000",28,0,28,0,999,999,0,English,"Adventure, Indie",0,"{'Adventure': 21, 'Indie': 20, 'Point & Click': 13, 'Story Rich': 12, 'Mystery': 12, 'Puzzle': 11, 'Detective': 11}"
573541,Atelier Firis - Costume: Sky Blue Papillon / ,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,English,RPG,0,{'RPG': 21}
573542,Atelier Firis - Costume: Night Onyx / ,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,English,RPG,0,{'RPG': 21}
